,status,price,bed,bath,acre_lot,full_address,street,city,state,zip_code,house_size,sold_date
846168,for_sale,1750000.0,5.0,3.0,0.04,"837 Hancock St, New York City, NY, 11233",837 Hancock St,New York City,New York,11233.0,2199.0,1988-10-25
543157,for_sale,1095000.0,1.0,1.0,,"60 Riverside Dr Apt 17E, New York, NY, 10024",60 Riverside Dr Apt 17E,New York,New York,10024.0,,2004-08-25
735375,for_sale,1275000.0,1.0,1.0,,"425 Fifth Ave Unit 31E, New York, NY, 10016",425 Fifth Ave Unit 31E,New York,New York,10016.0,844.0,2017-10-23
737886,for_sale,825000.0,1.0,2.0,,"25 Sutton Pl S Apt 2R, New York, NY, 10022",25 Sutton Pl S Apt 2R,New York,New York,10022.0,,2013-01-08
810174,for_sale,1699000.0,,1.0,,"275 W 10th St Apt 8D, New York, NY, 10014",275 W 10th St Apt 8D,New York,New York,10014.0,705.0,2020-07-31
770745,for_sale,780000.0,3.0,3.0,0.09,"145-37 179th St, Jamaica, NY, 11434",145-37 179th St,Jamaica,New York,11434.0,1396.0,2013-09-25
467031,for_sale,795000.0,,1.0,,"106 Central Park S Apt 20L, New York, NY, 10019",106 Central Park S Apt 20L,New York,New York,10019.0,595.0,2013-09-17
865703,for_sale,600000.0,6.0,4.0,0.06,"716 E 89th St, Brooklyn, NY, 11236",716 E 89th St,Brooklyn,New York,11236.0,3553.0,2007-01-11
468497,for_sale,899000.0,1.0,1.0,,"345 W 58th St Apt 12X, New York City, NY, 10019",345 W 58th St Apt 12X,New York City,New York,10019.0,,2008-05-02
844374,for_sale,230000.0,2.0,1.0,,"2105 Wallace Ave Apt 5G, Bronx, NY, 10462",2105 Wallace Ave Apt 5G,Bronx,New York,10462.0,925.0,2016-08-12
541636,for_sale,639000.0,4.0,2.0,0.07,"489 Van Duzer St, Staten Island, NY, 10304",489 Van Duzer St,Staten Island,New York,10304.0,1729.0,2018-09-13
870899,for_sale,425000.0,,1.0,,"200 E 36th St Apt 4E, New York, NY, 10016",200 E 36th St Apt 4E,New York,New York,10016.0,575.0,
65208,for_sale,489900.0,3.0,2.0,10.0,"46 Middle Rd, Austerlitz, NY, 12017",46 Middle Rd,Austerlitz,New York,12017.0,1152.0,2000-12-04
884301,for_sale,2650000.0,6.0,3.0,0.04,"103 Monitor St, Brooklyn, NY, 11222",103 Monitor St,Brooklyn,New York,11222.0,,
896586,for_sale,1850000.0,1.0,2.0,,"115 4th Ave Apt 5B, New York City, NY, 10003",115 4th Ave Apt 5B,New York City,New York,10003.0,1175.0,1992-07-16
907146,for_sale,100000.0,,,0.17,"224 Oak St, Yonkers, NY, 10701",224 Oak St,Yonkers,New York,10701.0,,1989-12-01
720116,for_sale,1899000.0,5.0,3.0,0.08,"234 77th St, Brooklyn, NY, 11209",234 77th St,Brooklyn,New York,11209.0,2586.0,2009-05-28
512781,for_sale,598000.0,3.0,2.0,0.07,"49 Church Ave, Staten Island, NY, 10314",49 Church Ave,Staten Island,New York,10314.0,1312.0,1995-01-26
790918,for_sale,669000.0,2.0,1.0,0.27,"250 Cabrini Blvd Apt 3F, New York City, NY, 10033",250 Cabrini Blvd Apt 3F,New York City,New York,10033.0,870.0,2015-05-08
842187,for_sale,1150000.0,2.0,2.0,,"557 Atlantic Ave Apt 4GS, New York City, NY, 11217",557 Atlantic Ave Apt 4GS,New York City,New York,11217.0,1069.0,
813097,for_sale,369000.0,2.0,1.0,1.22,"11 Alden Rd Apt 2A, Larchmont, NY, 10538",11 Alden Rd Apt 2A,Larchmont,New York,10538.0,1030.0,
750192,for_sale,375000.0,3.0,2.0,,"207 W 144th St Apt 5C, New York, NY, 10030",207 W 144th St Apt 5C,New York,New York,10030.0,1100.0,2019-03-28
477530,for_sale,7950000.0,4.0,4.0,,"350 W Broadway Apt 5, New York, NY, 10013",350 W Broadway Apt 5,New York,New York,10013.0,3539.0,2012-04-02
833210,for_sale,1300000.0,,3.0,0.04,"New York City, NY, 10027",,New York City,New York,10027.0,3840.0,
922651,for_sale,925000.0,3.0,3.0,0.23,"16 Standish Dr, Scarsdale, NY, 10583",16 Standish Dr,Scarsdale,New York,10583.0,2120.0,2016-06-20
503217,for_sale,1152735.0,1.0,1.0,0.49,"1 City Pt Apt 35K, New York City, NY, 11201",1 City Pt Apt 35K,New York City,New York,11201.0,728.0,
542517,for_sale,3750000.0,2.0,3.0,,"205 E 16th St Apt 4A, New York, NY, 10003",205 E 16th St Apt 4A,New York,New York,10003.0,2100.0,2018-07-03
476931,for_sale,309000.0,1.0,1.0,,"7609 4th Ave Apt F7, New York City, NY, 11209",7609 4th Ave Apt F7,New York City,New York,11209.0,650.0,2017-08-09
908275,for_sale,179000.0,1.0,1.0,,"120 N Broadway Apt 11C, Irvington, NY, 10533",120 N Broadway Apt 11C,Irvington,New York,10533.0,780.0,
871680,for_sale,1385000.0,2.0,2.0,,"245 W 107th St Apt 15G, Manhattan, NY, 10025",245 W 107th St Apt 15G,Manhattan,New York,10025.0,,
515455,for_sale,250000.0,2.0,1.0,,"204-15 Foothill Ave Unit A58, Hollis, NY, 11423",204-15 Foothill Ave Unit A58,Hollis,New York,11423.0,,
530823,for_sale,775000.0,1.0,1.0,,"400 E 90th St Apt 18B, New York City, NY, 10128",400 E 90th St Apt 18B,New York City,New York,10128.0,589.0,2013-12-05
778247,for_sale,740000.0,,1.0,,"117 E 57th St Apt 41F, New York, NY, 10022",117 E 57th St Apt 41F,New York,New York,10022.0,514.0,1998-06-19
488708,for_sale,219000.0,1.0,1.0,,"2390 Palisade Ave Apt 2G, Bronx, NY, 10463",2390 Palisade Ave Apt 2G,Bronx,New York,10463.0,850.0,
504564,for_sale,1500000.0,2.0,2.0,,"4 Sutton Pl Unit 7, New York, NY, 10022",4 Sutton Pl Unit 7,New York,New York,10022.0,,
502858,for_sale,850000.0,3.0,2.0,,"2727 Palisade Ave Apt 10H, New York City, NY, 10463",2727 Palisade Ave Apt 10H,New York City,New York,10463.0,,
888554,for_sale,4250000.0,2.0,3.0,,"115 Central Park W Apt 15H, New York, NY, 10023",115 Central Park W Apt 15H,New York,New York,10023.0,2370.0,
874096,for_sale,2500000.0,3.0,3.0,,"50 Pine St Apt 2, New York, NY, 10005",50 Pine St Apt 2,New York,New York,10005.0,2729.0,
750696,for_sale,215000.0,3.0,2.0,0.81,"24 Allen Cir, Stuyvesant, NY, 12173",24 Allen Cir,Stuyvesant,New York,12173.0,2108.0,
539646,for_sale,850000.0,1.0,1.0,,"165 E 72nd St Apt 6G, New York City, NY, 10021",165 E 72nd St Apt 6G,New York City,New York,10021.0,900.0,
868984,for_sale,195000.0,1.0,1.0,,"139-15 83 Ave Unit A304, Briarwood, NY, 11435",139-15 83 Ave Unit A304,Briarwood,New York,11435.0,,
802759,for_sale,799000.0,4.0,2.0,0.05,"202 E 59th St, Brooklyn, NY, 11203",202 E 59th St,Brooklyn,New York,11203.0,1905.0,2022-01-27
529847,for_sale,7995000.0,4.0,4.0,,"351 E 51st St Ph 7B, New York, NY, 10022",351 E 51st St Ph 7B,New York,New York,10022.0,2367.0,
551433,for_sale,1060000.0,10.0,3.0,0.04,"320 55th St, Brooklyn, NY, 11220",320 55th St,Brooklyn,New York,11220.0,,2000-01-05
508889,for_sale,1425000.0,3.0,4.0,0.09,"82-46 Bell Blvd, Hollis Hills, NY, 11427",82-46 Bell Blvd,Hollis Hills,New York,11427.0,,2005-08-16
358781,for_sale,159900.0,3.0,1.0,1.2,"397 Military Tpke, Plattsburgh, NY, 12901",397 Military Tpke,Plattsburgh,New York,12901.0,2814.0,
806058,for_sale,750000.0,5.0,3.0,0.05,"Bronx, NY, 10457",,Bronx,New York,10457.0,2400.0,1994-12-15
735497,for_sale,1850000.0,3.0,2.0,0.83,"370 E 76th St Apt B1703, New York City, NY, 10021",370 E 76th St Apt B1703,New York City,New York,10021.0,,
555329,for_sale,240000.0,1.0,1.0,,"196-48 69th Ave Unit 2ND, Fresh Meadows, NY, 11365",196-48 69th Ave Unit 2ND,Fresh Meadows,New York,11365.0,,2018-03-30
519821,for_sale,550000.0,2.0,1.0,,"860 W 181st St Apt 8, New York City, NY, 10033",860 W 181st St Apt 8,New York City,New York,10033.0,,
879042,for_sale,819888.0,3.0,3.0,0.11,"28 Beach Rd, Great Neck, NY, 11023",28 Beach Rd,Great Neck,New York,11023.0,,2016-04-04
740407,for_sale,498000.0,1.0,1.0,,"35-40 82nd St Unit 5J, New York City, NY, 11372",35-40 82nd St Unit 5J,New York City,New York,11372.0,898.0,2017-09-21
772502,for_sale,1495000.0,,1.0,,"200 Chambers St Apt 5E, New York City, NY, 10007",200 Chambers St Apt 5E,New York City,New York,10007.0,754.0,2007-04-02
533636,for_sale,375000.0,2.0,2.0,,"2 Salisbury Pt Apt 5A, Nyack, NY, 10960",2 Salisbury Pt Apt 5A,Nyack,New York,10960.0,1280.0,
774680,for_sale,449000.0,,1.0,,"411 /421 Manhattan Ave Unit B2, New York, NY, 10026",411 /421 Manhattan Ave Unit B2,New York,New York,10026.0,392.0,
794343,for_sale,249000.0,1.0,1.0,,"78-08 Cloverdale Blvd Unit A, Bayside, NY, 11364",78-08 Cloverdale Blvd Unit A,Bayside,New York,11364.0,690.0,
484889,for_sale,1900000.0,2.0,2.0,,"305 W 98th St Apt 1EN, New York City, NY, 10025",305 W 98th St Apt 1EN,New York City,New York,10025.0,1404.0,
745987,for_sale,410000.0,,1.0,,"301 E 22nd St Apt 3B, New York City, NY, 10010",301 E 22nd St Apt 3B,New York City,New York,10010.0,,2011-12-16
755969,for_sale,1550000.0,3.0,2.0,,"96 Schermerhorn St Unit 1BC, Brooklyn, NY, 11201",96 Schermerhorn St Unit 1BC,Brooklyn,New York,11201.0,1600.0,
797828,for_sale,299000.0,2.0,1.0,,"850 Home St Unit 1E, Bronx, NY, 10459",850 Home St Unit 1E,Bronx,New York,10459.0,1017.0,2011-04-13
804290,for_sale,629000.0,3.0,2.0,0.04,"115-10 135 Ave, South Ozone Park, NY, 11420",115-10 135 Ave,South Ozone Park,New York,11420.0,,
471442,for_sale,1495000.0,3.0,1.0,,"712 8th Ave Apt 1R, New York City, NY, 11215",712 8th Ave Apt 1R,New York City,New York,11215.0,1050.0,2012-07-18
881290,for_sale,218000.0,,1.0,,"102-30 Queens Blvd Unit Lb, Forest Hills, NY, 11375",102-30 Queens Blvd Unit Lb,Forest Hills,New York,11375.0,625.0,
783033,for_sale,1315600.0,1.0,1.0,,"20 River Ter Apt 17H, New York City, NY, 10282",20 River Ter Apt 17H,New York City,New York,10282.0,852.0,
484955,for_sale,775000.0,1.0,1.0,,"316 W 84th St Apt 5E, New York City, NY, 10024",316 W 84th St Apt 5E,New York City,New York,10024.0,750.0,
778058,for_sale,1850000.0,3.0,4.0,0.09,"76-31 171st St, Fresh Meadows, NY, 11366",76-31 171st St,Fresh Meadows,New York,11366.0,2181.0,2004-11-08
771592,for_sale,675000.0,1.0,1.0,,"242 E 25th St Apt 10A, New York City, NY, 10010",242 E 25th St Apt 10A,New York City,New York,10010.0,720.0,2016-07-26
912771,for_sale,299000.0,2.0,1.0,,"850 Home St Unit 1E, Bronx, NY, 10459",850 Home St Unit 1E,Bronx,New York,10459.0,1017.0,2011-04-13
775061,for_sale,10950000.0,24.0,22.0,0.07,"148-150 Clinton St, New York City, NY, 11201",148-150 Clinton St,New York City,New York,11201.0,15512.0,
737963,for_sale,749990.0,2.0,2.0,0.04,"209-36 45th Rd, Flushing, NY, 11361",209-36 45th Rd,Flushing,New York,11361.0,,2018-09-05
804153,for_sale,1080000.0,3.0,2.0,0.09,"106-10 32nd Ave, East Elmhurst, NY, 11369",106-10 32nd Ave,East Elmhurst,New York,11369.0,,
919572,for_sale,410000.0,2.0,3.0,,"13 Wildwood Rd, Katonah, NY, 10536",13 Wildwood Rd,Katonah,New York,10536.0,1400.0,1996-08-21
751097,for_sale,1480000.0,2.0,2.0,,"155 15th St Apt 3A, Brooklyn, NY, 11215",155 15th St Apt 3A,Brooklyn,New York,11215.0,1180.0,2013-02-25
821921,for_sale,2850000.0,3.0,3.0,,"130 Carroll St Unit 3, New York, NY, 11231",130 Carroll St Unit 3,New York,New York,11231.0,1844.0,
470320,for_sale,5995000.0,3.0,3.0,,"225 Fifth Ave Unit 3BC, New York, NY, 10010",225 Fifth Ave Unit 3BC,New York,New York,10010.0,2665.0,
770857,for_sale,10995000.0,4.0,5.0,,"36 Bleecker St Apt 5A, New York City, NY, 10012",36 Bleecker St Apt 5A,New York City,New York,10012.0,3280.0,2015-10-14
567311,for_sale,1999000.0,2.0,2.0,,"55 Central Park W Apt 3G, Manhattan, NY, 10023",55 Central Park W Apt 3G,Manhattan,New York,10023.0,1535.0,
531589,for_sale,1100000.0,5.0,3.0,1.7,"32 North St, Washingtonville, NY, 10992",32 North St,Washingtonville,New York,10992.0,3638.0,2003-09-17
906138,for_sale,435000.0,3.0,3.0,,"1200 Midland Ave Apt 8A, Bronxville, NY, 10708",1200 Midland Ave Apt 8A,Bronxville,New York,10708.0,1800.0,
549629,for_sale,760000.0,3.0,3.0,0.06,"36 Nehring Ave, Staten Island, NY, 10314",36 Nehring Ave,Staten Island,New York,10314.0,1768.0,2014-06-06
767446,for_sale,3950000.0,1.0,2.0,,"25 W 28th St Ph 41C, New York, NY, 10001",25 W 28th St Ph 41C,New York,New York,10001.0,989.0,
485867,for_sale,958800.0,3.0,3.0,0.05,"2545 83rd St, Jackson Heights, NY, 11370",2545 83rd St,Jackson Heights,New York,11370.0,1504.0,2018-10-26
469628,for_sale,875000.0,1.0,1.0,,"492 Henry St Apt 6D, New York, NY, 11231",492 Henry St Apt 6D,New York,New York,11231.0,925.0,
823692,for_sale,765000.0,1.0,1.0,,"7 E 14th St Apt 1229, New York, NY, 10003",7 E 14th St Apt 1229,New York,New York,10003.0,,
827599,for_sale,2995000.0,3.0,2.0,,"705 Driggs Ave Apt 16, New York, NY, 11211",705 Driggs Ave Apt 16,New York,New York,11211.0,1853.0,2015-08-12
788504,for_sale,435000.0,,1.0,0.27,"66 Madison Ave Apt 4G, New York City, NY, 10016",66 Madison Ave Apt 4G,New York City,New York,10016.0,,2005-12-08
811197,for_sale,3800000.0,4.0,5.0,,"425 E 58th St Apt 36H, New York City, NY, 10022",425 E 58th St Apt 36H,New York City,New York,10022.0,2900.0,
563172,for_sale,925000.0,1.0,1.0,,"60 Gramercy Park N Apt 2C, New York, NY, 10010",60 Gramercy Park N Apt 2C,New York,New York,10010.0,,
546837,for_sale,2850000.0,2.0,2.0,,"421 W 54th St Apt 4C, New York, NY, 10019",421 W 54th St Apt 4C,New York,New York,10019.0,1912.0,2008-07-02
850288,for_sale,848000.0,3.0,2.0,0.05,"2233 E 29th St, Brooklyn, NY, 11229",2233 E 29th St,Brooklyn,New York,11229.0,1854.0,
878681,for_sale,665000.0,,1.0,,"9 Barrow St Apt 3H, New York City, NY, 10014",9 Barrow St Apt 3H,New York City,New York,10014.0,,2017-09-19
514719,for_sale,2565000.0,2.0,2.0,,"165 Lexington Ave Unit 10B, New York, NY, 10016",165 Lexington Ave Unit 10B,New York,New York,10016.0,1303.0,
869424,for_sale,4190000.0,2.0,3.0,,"1295 Madison Ave Unit 3B, New York, NY, 10128",1295 Madison Ave Unit 3B,New York,New York,10128.0,1772.0,
764633,for_sale,1250000.0,1.0,1.0,,"222 Riverside Dr Unit 9E, New York City, NY, 10025",222 Riverside Dr Unit 9E,New York City,New York,10025.0,965.0,2016-10-04
487396,for_sale,849000.0,3.0,2.0,0.05,"81-39 77th Ave, Glendale, NY, 11385",81-39 77th Ave,Glendale,New York,11385.0,1224.0,
899633,for_sale,425000.0,,,0.03,"2781 Coyle St Lot 150, Brooklyn, NY, 11235",2781 Coyle St Lot 150,Brooklyn,New York,11235.0,,
867064,for_sale,1999000.0,4.0,4.0,0.08,"2901 Avenue R, Brooklyn, NY, 11229",2901 Avenue R,Brooklyn,New York,11229.0,,2015-08-13
526099,for_sale,800000.0,,1.0,,"69 Fifth Ave Unit 2C, New York, NY, 10003",69 Fifth Ave Unit 2C,New York,New York,10003.0,,
884828,for_sale,1995000.0,3.0,2.0,,"296 W 10th St Apt 5N, New York City, NY, 10014",296 W 10th St Apt 5N,New York City,New York,10014.0,1310.0,
489784,for_sale,1930000.0,5.0,3.0,0.06,"1156 Sterling Pl, New York City, NY, 11213",1156 Sterling Pl,New York City,New York,11213.0,3509.0,
813481,for_sale,895000.0,5.0,3.0,0.07,"3743 Neptune Ave, Brooklyn, NY, 11224",3743 Neptune Ave,Brooklyn,New York,11224.0,2234.0,
888322,for_sale,474000.0,1.0,1.0,,"57 W 93rd St Apt 1E, New York, NY, 10025",57 W 93rd St Apt 1E,New York,New York,10025.0,,2014-09-04
824002,for_sale,340000.0,1.0,1.0,,"720 W 173rd St Apt 54, Manhattan, NY, 10032",720 W 173rd St Apt 54,Manhattan,New York,10032.0,,2006-09-21
566129,for_sale,1650000.0,1.0,1.0,0.18,"150 W 82nd St Apt 9G, New York City, NY, 10024",150 W 82nd St Apt 9G,New York City,New York,10024.0,764.0,
843529,for_sale,255000.0,3.0,2.0,,"11 Park Ave Apt 2L, Mount Vernon, NY, 10550",11 Park Ave Apt 2L,Mount Vernon,New York,10550.0,1350.0,
752348,for_sale,1690000.0,2.0,2.0,,"60 W 13th St Apt 13A, New York City, NY, 10011",60 W 13th St Apt 13A,New York City,New York,10011.0,1200.0,2015-03-11
552192,for_sale,2075000.0,2.0,2.0,0.41,"215 N 10th St Unit 4I, New York City, NY, 11211",215 N 10th St Unit 4I,New York City,New York,11211.0,1182.0,
907615,for_sale,5480000.0,7.0,7.0,1.26,"6 Beechwood Rd, Bronxville, NY, 10708",6 Beechwood Rd,Bronxville,New York,10708.0,6727.0,
807808,for_sale,759999.0,2.0,2.0,,"531 Main St Apt 1104, New York City, NY, 10044",531 Main St Apt 1104,New York City,New York,10044.0,988.0,2015-09-18
883085,for_sale,995000.0,1.0,1.0,,"170 W 23rd St Apt 2A, New York City, NY, 10011",170 W 23rd St Apt 2A,New York City,New York,10011.0,,2014-01-13
804519,for_sale,1200000.0,1.0,1.0,,"161 W 16th St Apt 10K, New York, NY, 10011",161 W 16th St Apt 10K,New York,New York,10011.0,775.0,
885892,for_sale,9500000.0,3.0,4.0,,"820 Park Ave Units 10 & 11S, New York, NY, 10021",820 Park Ave Units 10 & 11S,New York,New York,10021.0,,
906728,for_sale,199900.0,1.0,1.0,,"900 Palmer Rd Apt 8K, Bronxville, NY, 10708",900 Palmer Rd Apt 8K,Bronxville,New York,10708.0,950.0,
758545,for_sale,4150000.0,3.0,3.0,,"60 E 13th St Apt 2E, New York, NY, 10003",60 E 13th St Apt 2E,New York,New York,10003.0,2575.0,
830570,for_sale,829000.0,2.0,1.0,,"440 E 79th St Apt 5K, New York City, NY, 10075",440 E 79th St Apt 5K,New York City,New York,10075.0,,2017-01-03
782759,for_sale,935000.0,2.0,2.0,,"707 Willoughby Ave Apt 5C, Brooklyn, NY, 11206",707 Willoughby Ave Apt 5C,Brooklyn,New York,11206.0,886.0,
521177,for_sale,14995000.0,4.0,7.0,,"100 11th Ave Units 17 & 18A, New York City, NY, 10011",100 11th Ave Units 17 & 18A,New York City,New York,10011.0,8372.0,
744718,for_sale,839000.0,2.0,1.0,,"77 Fulton St Apt 4D, New York, NY, 10038",77 Fulton St Apt 4D,New York,New York,10038.0,,2017-05-22
835721,for_sale,1199999.0,4.0,3.0,0.14,"2282 Hoffman Ave, Elmont, NY, 11003",2282 Hoffman Ave,Elmont,New York,11003.0,2816.0,2020-03-24
914603,for_sale,799000.0,2.0,2.0,0.07,"243-50 Mayda Rd, Jamaica, NY, 11422",243-50 Mayda Rd,Jamaica,New York,11422.0,,1999-11-24
811973,for_sale,875000.0,1.0,2.0,,"45 Sutton Pl S Apt 15G, New York, NY, 10022",45 Sutton Pl S Apt 15G,New York,New York,10022.0,1100.0,2013-06-21
750979,for_sale,349000.0,3.0,2.0,,"80-15 Main St Unit 1B, Briarwood, NY, 11435",80-15 Main St Unit 1B,Briarwood,New York,11435.0,,2005-11-23
466770,for_sale,879000.0,7.0,4.0,0.05,"2306 Bassford Ave, Bronx, NY, 10458",2306 Bassford Ave,Bronx,New York,10458.0,3374.0,2020-10-23
746129,for_sale,299990.0,1.0,1.0,,"37-31 73rd St Unit 1F, Jackson Heights, NY, 11372",37-31 73rd St Unit 1F,Jackson Heights,New York,11372.0,780.0,
581623,for_sale,649000.0,2.0,2.0,,"151 Beach 96th St Apt 2B, Rockaway Beach, NY, 11693",151 Beach 96th St Apt 2B,Rockaway Beach,New York,11693.0,1510.0,2016-10-13
559063,for_sale,168000.0,1.0,1.0,1.35,"4784 Boston Post Rd Apt A45, Pelham, NY, 10803",4784 Boston Post Rd Apt A45,Pelham,New York,10803.0,806.0,
570491,for_sale,178000.0,1.0,1.0,,"3125 Tibbett Ave Apt 9E, Bronx, NY, 10463",3125 Tibbett Ave Apt 9E,Bronx,New York,10463.0,700.0,
821149,for_sale,4275000.0,2.0,3.0,,"565 Broome St Apt S11C, New York City, NY, 10013",565 Broome St Apt S11C,New York City,New York,10013.0,1681.0,2019-06-14
767559,for_sale,2100000.0,3.0,2.0,,"165 Christopher St Unit 4CD, New York, NY, 10014",165 Christopher St Unit 4CD,New York,New York,10014.0,,
759746,for_sale,3500000.0,3.0,3.0,,"325 W End Ave Apt 2C, New York City, NY, 10023",325 W End Ave Apt 2C,New York City,New York,10023.0,,2016-02-09
841389,for_sale,725000.0,,2.0,,"55 Greene Ave Ste 2B, New York, NY, 11238",55 Greene Ave Ste 2B,New York,New York,11238.0,840.0,
761488,for_sale,1695000.0,2.0,2.0,,"1280 Fifth Ave Unit 12C, New York, NY, 10029",1280 Fifth Ave Unit 12C,New York,New York,10029.0,1344.0,2013-07-31
551848,for_sale,498000.0,,1.0,,"372 Fifth Ave Unit 9D, New York, NY, 10018",372 Fifth Ave Unit 9D,New York,New York,10018.0,500.0,2006-11-24
549013,for_sale,1699000.0,1.0,1.0,,"260 Park Ave S Apt 8K, New York, NY, 10010",260 Park Ave S Apt 8K,New York,New York,10010.0,917.0,2014-08-11
906089,for_sale,178999.0,1.0,1.0,,"4410 Cayuga Ave Apt 4A, Bronx, NY, 10471",4410 Cayuga Ave Apt 4A,Bronx,New York,10471.0,800.0,
869968,for_sale,1095000.0,2.0,1.0,,"345 E 81st St Apt 11E, Manhattan, NY, 10028",345 E 81st St Apt 11E,Manhattan,New York,10028.0,,2016-11-29
753308,for_sale,1395000.0,2.0,2.0,,"49 E 96th St Unit 4A, New York City, NY, 10128",49 E 96th St Unit 4A,New York City,New York,10128.0,,
901139,for_sale,1775000.0,2.0,2.0,,"420 W 25th St Apt 8H, New York, NY, 10001",420 W 25th St Apt 8H,New York,New York,10001.0,1257.0,2008-06-10
58891,for_sale,495000.0,3.0,2.0,0.21,"96 SW Colony Rd, Copake, NY, 12529",96 SW Colony Rd,Copake,New York,12529.0,1167.0,
542768,for_sale,479000.0,2.0,2.0,0.03,"17 Stratford Ct, Staten Island, NY, 10314",17 Stratford Ct,Staten Island,New York,10314.0,1284.0,
888909,for_sale,450000.0,1.0,1.0,,"119 E 30th St Apt 2R, New York, NY, 10016",119 E 30th St Apt 2R,New York,New York,10016.0,,
842738,for_sale,1850000.0,2.0,2.0,,"670 W End Ave Apt 15E, New York, NY, 10025",670 W End Ave Apt 15E,New York,New York,10025.0,,
817651,for_sale,1525000.0,,2.0,,"345 E 37th Unit Medical Office Condo St Unit 313, Manhattan, NY, 10016",345 E 37th Unit Medical Office Condo St Unit 313,Manhattan,New York,10016.0,2205.0,
748930,for_sale,1398000.0,8.0,5.0,0.05,"101-05 81st St, Ozone Park, NY, 11416",101-05 81st St,Ozone Park,New York,11416.0,,
564997,for_sale,7650000.0,5.0,4.0,,"137 Riverside Dr Units 6 & 7D, New York, NY, 10024",137 Riverside Dr Units 6 & 7D,New York,New York,10024.0,4317.0,
508154,for_sale,915000.0,1.0,1.0,,"401 E 86th St Apt 17A, New York, NY, 10028",401 E 86th St Apt 17A,New York,New York,10028.0,900.0,2013-07-02
810874,for_sale,537000.0,1.0,1.0,,"97-25 64th Ave Unit A7, Flushing, NY, 11374",97-25 64th Ave Unit A7,Flushing,New York,11374.0,760.0,
436996,for_sale,2499000.0,3.0,2.0,0.58,"335 Soundview Rd, Orient, NY, 11957",335 Soundview Rd,Orient,New York,11957.0,,2001-05-22
548497,for_sale,3895000.0,4.0,3.0,,"37 W 12th St Apt 6E, Manhattan, NY, 10011",37 W 12th St Apt 6E,Manhattan,New York,10011.0,,2010-04-09
360113,for_sale,210000.0,4.0,2.0,0.28,"39 Durand St, Plattsburgh, NY, 12901",39 Durand St,Plattsburgh,New York,12901.0,2232.0,
777955,for_sale,1950000.0,2.0,2.0,,"115 E 57th St Unit 25H, New York, NY, 10022",115 E 57th St Unit 25H,New York,New York,10022.0,,
515591,for_sale,1148888.0,,,0.09,"2740 E 23rd St, Brooklyn, NY, 11235",2740 E 23rd St,Brooklyn,New York,11235.0,570.0,2001-03-22
477268,for_sale,385000.0,2.0,2.0,,"215 Hart Blvd Apt 4G, Staten Island, NY, 10301",215 Hart Blvd Apt 4G,Staten Island,New York,10301.0,1145.0,2015-10-20
551109,for_sale,649000.0,4.0,4.0,0.11,"194 Endicott Ave, Elmsford, NY, 10523",194 Endicott Ave,Elmsford,New York,10523.0,2204.0,
782841,for_sale,1775000.0,2.0,2.0,,"420 W 25th St Apt 8H, New York, NY, 10001",420 W 25th St Apt 8H,New York,New York,10001.0,1257.0,2008-06-10
777332,for_sale,695000.0,1.0,1.0,,"764 Metropolitan Ave Unit 1A, New York City, NY, 11211",764 Metropolitan Ave Unit 1A,New York City,New York,11211.0,741.0,
796973,for_sale,399000.0,1.0,1.0,,"45-08 40th St Unit C53, Sunnyside, NY, 11104",45-08 40th St Unit C53,Sunnyside,New York,11104.0,,2012-11-19
811582,for_sale,375000.0,2.0,1.0,,"260 Beach 81st St Apt 2S, Rockaway Beach, NY, 11693",260 Beach 81st St Apt 2S,Rockaway Beach,New York,11693.0,1047.0,2007-01-11
483231,for_sale,937500.0,4.0,3.0,0.06,"1058 White Plains Rd Unit 2, Bronx, NY, 10472",1058 White Plains Rd Unit 2,Bronx,New York,10472.0,2585.0,
812670,for_sale,389000.0,1.0,1.0,0.27,"720 W 173rd St Apt 5, New York, NY, 10032",720 W 173rd St Apt 5,New York,New York,10032.0,40720.0,2017-10-25
876010,for_sale,615000.0,3.0,2.0,0.04,"139-25 34th Ave Unit 104, Flushing, NY, 11354",139-25 34th Ave Unit 104,Flushing,New York,11354.0,800.0,2018-10-24
778216,for_sale,375000.0,1.0,1.0,,"531 E 87th St Apt 3C, New York City, NY, 10128",531 E 87th St Apt 3C,New York City,New York,10128.0,,
540744,for_sale,615000.0,2.0,1.0,,"Crown Heights, NY, 11216",,Crown Heights,New York,11216.0,,2000-04-03
503691,for_sale,4950000.0,6.0,3.0,,"859 Carroll St, New York, NY, 11215",859 Carroll St,New York,New York,11215.0,4368.0,
830960,for_sale,489600.0,,1.0,,"567 Ocean Ave Apt A503, Brooklyn, NY, 11226",567 Ocean Ave Apt A503,Brooklyn,New York,11226.0,483.0,
797577,for_sale,425000.0,2.0,1.0,,"446 Kingston Ave Apt C17, Crown Heights, NY, 11225",446 Kingston Ave Apt C17,Crown Heights,New York,11225.0,800.0,2014-05-29
782508,for_sale,329000.0,1.0,1.0,,"37-51 86 St Unit 6N, Jackson Heights, NY, 11372",37-51 86 St Unit 6N,Jackson Heights,New York,11372.0,,2005-01-26
512924,for_sale,209500.0,,1.0,,"330 Lenox Rd Apt 4U, Brooklyn, NY, 11226",330 Lenox Rd Apt 4U,Brooklyn,New York,11226.0,575.0,2017-09-19
