,status,price,bed,bath,acre_lot,full_address,street,city,state,zip_code,house_size,sold_date
566253,for_sale,31950000.0,4.0,6.0,,"217 W 57th St Apt 83E, New York, NY, 10019",217 W 57th St Apt 83E,New York,New York,10019.0,4295.0,
822102,for_sale,239000.0,1.0,1.0,,"285 E 35th St Apt 6F, Brooklyn, NY, 11203",285 E 35th St Apt 6F,Brooklyn,New York,11203.0,,
915914,for_sale,395000.0,1.0,1.0,,"43-55 Kissena Blvd Unit 6A, Flushing, NY, 11355",43-55 Kissena Blvd Unit 6A,Flushing,New York,11355.0,,
910928,for_sale,625000.0,5.0,2.0,,"547 W 147th St Apt E4, New York, NY, 10031",547 W 147th St Apt E4,New York,New York,10031.0,1400.0,
849967,for_sale,748000.0,4.0,2.0,0.09,"139 Bionia Ave, Staten Island, NY, 10305",139 Bionia Ave,Staten Island,New York,10305.0,2000.0,2015-08-17
804497,for_sale,1098888.0,3.0,2.0,0.06,"67-07 Roosevelt Ave, Woodside, NY, 11377",67-07 Roosevelt Ave,Woodside,New York,11377.0,1680.0,2007-08-16
486886,for_sale,259500.0,3.0,1.0,,"3555 Kings College Pl Apt 2H, Bronx, NY, 10467",3555 Kings College Pl Apt 2H,Bronx,New York,10467.0,1400.0,
912304,for_sale,595000.0,2.0,2.0,,"7152 160th St Apt 1, Fresh Meadows, NY, 11365",7152 160th St Apt 1,Fresh Meadows,New York,11365.0,867.0,2007-06-07
912107,for_sale,1195000.0,2.0,2.0,,"255 W End Ave Apt 6B, New York, NY, 10023",255 W End Ave Apt 6B,New York,New York,10023.0,,2010-06-09
545380,for_sale,2110000.0,2.0,2.0,,"533 E 12th St Unit A2, New York City, NY, 10009",533 E 12th St Unit A2,New York City,New York,10009.0,1141.0,
761754,for_sale,1399000.0,2.0,2.0,,"42 Tiffany Pl Apt 5C, Brooklyn, NY, 11231",42 Tiffany Pl Apt 5C,Brooklyn,New York,11231.0,1169.0,2017-09-28
881499,for_sale,388000.0,1.0,1.0,,"59-11 Queens Blvd Unit 2E, New York, NY, 11377",59-11 Queens Blvd Unit 2E,New York,New York,11377.0,,
531202,for_sale,1375000.0,1.0,1.0,,"420 W 25th St Apt 6B, New York City, NY, 10001",420 W 25th St Apt 6B,New York City,New York,10001.0,1036.0,2012-09-27
545104,for_sale,1150000.0,,1.0,,"1 Wall St Unit 607, New York City, NY, 10005",1 Wall St Unit 607,New York City,New York,10005.0,656.0,
806122,for_sale,3300000.0,2.0,2.0,,"925 Park Ave Unit 2A, New York City, NY, 10028",925 Park Ave Unit 2A,New York City,New York,10028.0,,2005-04-05
498375,for_sale,950000.0,5.0,3.0,0.14,"987 Edgegrove Ave, Staten Island, NY, 10309",987 Edgegrove Ave,Staten Island,New York,10309.0,2823.0,2014-10-10
745761,for_sale,629000.0,,1.0,,"1 Hanson Pl Apt 13E, New York City, NY, 11243",1 Hanson Pl Apt 13E,New York City,New York,11243.0,489.0,2011-05-26
801558,for_sale,298000.0,2.0,1.0,,"84-50 169th St Unit 606, Queens, NY, 11432",84-50 169th St Unit 606,Queens,New York,11432.0,,2007-05-08
921559,for_sale,2150000.0,4.0,4.0,6.72,"43 Reyburn Rd, Katonah, NY, 10536",43 Reyburn Rd,Katonah,New York,10536.0,4150.0,
861067,for_sale,2425000.0,,2.0,,"784 Park Ave Unit 1EF, New York, NY, 10021",784 Park Ave Unit 1EF,New York,New York,10021.0,1597.0,
787696,for_sale,3180000.0,4.0,5.0,0.26,"81-03 Utopia Pkwy, Jamaica, NY, 11432",81-03 Utopia Pkwy,Jamaica,New York,11432.0,4100.0,2013-01-10
506448,for_sale,748000.0,4.0,3.0,0.11,"445 Sheffield St, New York City, NY, 10301",445 Sheffield St,New York City,New York,10301.0,1820.0,
858889,for_sale,749000.0,1.0,1.0,,"132 W 71st St Apt 4, New York, NY, 10023",132 W 71st St Apt 4,New York,New York,10023.0,,2013-12-18
847040,for_sale,4735990.0,3.0,4.0,,"40 E End Ave Apt 12B, New York, NY, 10028",40 E End Ave Apt 12B,New York,New York,10028.0,1959.0,
811266,for_sale,2098000.0,8.0,5.0,0.06,"83-55 116th St, Kew Gardens, NY, 11418",83-55 116th St,Kew Gardens,New York,11418.0,4200.0,
56861,for_sale,2850000.0,40.0,36.0,1.78,"1-7 Church St, Claverack, NY, 12565",1-7 Church St,Claverack,New York,12565.0,27443.0,
777386,for_sale,698888.0,3.0,3.0,0.05,"107-16 93rd St, Ozone Park, NY, 11417",107-16 93rd St,Ozone Park,New York,11417.0,,2006-10-04
484504,for_sale,485000.0,,1.0,,"27 E 65th St Apt 7C, New York City, NY, 10065",27 E 65th St Apt 7C,New York City,New York,10065.0,,2013-09-21
741580,for_sale,1328440.0,1.0,1.0,0.49,"1 City Pt Apt 35J, New York City, NY, 11201",1 City Pt Apt 35J,New York City,New York,11201.0,792.0,
542721,for_sale,749000.0,3.0,2.0,0.04,"2572 Pearsall Ave, Bronx, NY, 10469",2572 Pearsall Ave,Bronx,New York,10469.0,1762.0,1999-11-05
741695,for_sale,999000.0,1.0,1.0,,"345 W 58th St Apt 11R, New York, NY, 10019",345 W 58th St Apt 11R,New York,New York,10019.0,,2012-02-10
761758,for_sale,795000.0,2.0,1.0,,"80 LA Salle St Apt 2G, New York, NY, 10027",80 LA Salle St Apt 2G,New York,New York,10027.0,,
470374,for_sale,1395000.0,,,,"34 Woodbine St, Brooklyn, NY, 11221",34 Woodbine St,Brooklyn,New York,11221.0,,2018-09-27
466866,for_sale,1400000.0,7.0,3.0,0.04,"98 Wyona St, New York City, NY, 11207",98 Wyona St,New York City,New York,11207.0,800.0,1999-09-03
616669,for_sale,950000.0,5.0,3.0,0.14,"987 Edgegrove Ave, Staten Island, NY, 10309",987 Edgegrove Ave,Staten Island,New York,10309.0,2823.0,2014-10-10
530849,for_sale,795000.0,1.0,1.0,,"205 W 54th St Apt 4C, New York City, NY, 10019",205 W 54th St Apt 4C,New York City,New York,10019.0,,
753397,for_sale,450000.0,1.0,1.0,,"420 E 72nd St Apt 3E, New York City, NY, 10021",420 E 72nd St Apt 3E,New York City,New York,10021.0,,
762091,for_sale,820000.0,1.0,1.0,,"192 Spencer St Apt 4G, Brooklyn, NY, 11205",192 Spencer St Apt 4G,Brooklyn,New York,11205.0,805.0,
882203,for_sale,3299000.0,2.0,2.0,,"117 E 57th St Unit 41CD, New York City, NY, 10022",117 E 57th St Unit 41CD,New York City,New York,10022.0,1800.0,
833163,for_sale,685000.0,2.0,2.0,0.03,"24-40 86th St, East Elmhurst, NY, 11369",24-40 86th St,East Elmhurst,New York,11369.0,1500.0,2020-01-29
489668,for_sale,3500000.0,8.0,8.0,0.05,"1483 Bedford Ave, Brooklyn, NY, 11216",1483 Bedford Ave,Brooklyn,New York,11216.0,5440.0,
768927,for_sale,858888.0,3.0,2.0,0.05,"2809 56th Pl, Woodside, NY, 11377",2809 56th Pl,Woodside,New York,11377.0,1627.0,
798019,for_sale,800000.0,8.0,3.0,0.02,"1700 E New York Ave, Brownville, NY, 11212",1700 E New York Ave,Brownville,New York,11212.0,,2021-03-09
845084,for_sale,199888.0,,1.0,,"61-20 Grand Central Pkwy Unit B9, Forest Hills, NY, 11375",61-20 Grand Central Pkwy Unit B9,Forest Hills,New York,11375.0,,
898072,for_sale,1580000.0,8.0,3.0,0.11,"33 Van Nostrand Ave, Roslyn Heights, NY, 11577",33 Van Nostrand Ave,Roslyn Heights,New York,11577.0,,1990-05-04
541024,for_sale,589000.0,2.0,2.0,0.47,"33 Highclere Ln, Valhalla, NY, 10595",33 Highclere Ln,Valhalla,New York,10595.0,1351.0,2015-03-31
849576,for_sale,649999.0,3.0,2.0,0.06,"135 Corbin Ave, Staten Island, NY, 10308",135 Corbin Ave,Staten Island,New York,10308.0,1258.0,
828405,for_sale,1450000.0,2.0,2.0,,"411 E 53rd St Apt 19A, New York, NY, 10022",411 E 53rd St Apt 19A,New York,New York,10022.0,1341.0,1987-06-02
873451,for_sale,869000.0,3.0,2.0,,"12012 Rivera Ct Unit 20A, College Point, NY, 11356",12012 Rivera Ct Unit 20A,College Point,New York,11356.0,2200.0,1997-11-20
858380,for_sale,575000.0,2.0,2.0,,"61-15 98th St Unit 11K, Rego Park, NY, 11374",61-15 98th St Unit 11K,Rego Park,New York,11374.0,1100.0,
750333,for_sale,1950000.0,3.0,2.0,,"18 W 70th St Apt 3C, New York, NY, 10023",18 W 70th St Apt 3C,New York,New York,10023.0,,2017-07-11
832631,for_sale,379000.0,2.0,1.0,,"204-15 35 Ave Unit Upper, Bayside, NY, 11361",204-15 35 Ave Unit Upper,Bayside,New York,11361.0,,2016-03-18
873158,for_sale,690000.0,1.0,1.0,,"309 Cooper St Ph 4, New York City, NY, 11237",309 Cooper St Ph 4,New York City,New York,11237.0,705.0,
870294,for_sale,775000.0,2.0,3.0,0.03,"58-57 57th Rd, Maspeth, NY, 11378",58-57 57th Rd,Maspeth,New York,11378.0,,
850943,for_sale,719000.0,2.0,1.0,,"411 W 44th St Apt 22, New York, NY, 10036",411 W 44th St Apt 22,New York,New York,10036.0,,2016-09-07
624392,for_sale,439000.0,4.0,3.0,2.15,"44 Sara Ln, Glen Spey, NY, 12737",44 Sara Ln,Glen Spey,New York,12737.0,2536.0,2018-11-28
911461,for_sale,17000000.0,7.0,9.0,0.05,"119 E 71st St, New York City, NY, 10021",119 E 71st St,New York City,New York,10021.0,7600.0,2007-08-13
848205,for_sale,2950000.0,2.0,3.0,,"108 Leonard St Apt 6E, New York, NY, 10013",108 Leonard St Apt 6E,New York,New York,10013.0,1301.0,2019-10-10
747687,for_sale,1295000.0,5.0,5.0,0.07,"132 E 40th St, Brooklyn, NY, 11203",132 E 40th St,Brooklyn,New York,11203.0,,2021-06-07
561739,for_sale,1299000.0,1.0,1.0,,"35 E 9th St Apt 62, New York, NY, 10003",35 E 9th St Apt 62,New York,New York,10003.0,,
784834,for_sale,540000.0,,1.0,,"200 E 24th St Apt 601, New York, NY, 10010",200 E 24th St Apt 601,New York,New York,10010.0,,2014-12-16
511229,for_sale,750000.0,3.0,3.0,0.06,"206 Virginia Ave, Staten Island, NY, 10305",206 Virginia Ave,Staten Island,New York,10305.0,1452.0,2018-06-22
894963,for_sale,410000.0,,1.0,,"309 E 87th St Apt 2C, New York City, NY, 10128",309 E 87th St Apt 2C,New York City,New York,10128.0,,2018-05-21
859940,for_sale,749000.0,4.0,3.0,0.05,"116-31 139 St, Jamaica, NY, 11436",116-31 139 St,Jamaica,New York,11436.0,,2022-02-11
851215,for_sale,325000.0,4.0,4.0,,"90 Jackie Robinson Pkwy Unit Townhouse, Brooklyn, NY, 11207",90 Jackie Robinson Pkwy Unit Townhouse,Brooklyn,New York,11207.0,,
897438,for_sale,2110000.0,2.0,2.0,,"533 E 12th St Unit A2, New York City, NY, 10009",533 E 12th St Unit A2,New York City,New York,10009.0,1141.0,
887539,for_sale,758000.0,2.0,2.0,0.04,"59-40 Maspeth Ave, Flushing, NY, 11378",59-40 Maspeth Ave,Flushing,New York,11378.0,1000.0,2000-06-02
878708,for_sale,625000.0,4.0,2.0,,"1534 Research Ave, Bronx, NY, 10465",1534 Research Ave,Bronx,New York,10465.0,,2019-05-02
911252,for_sale,449000.0,4.0,2.0,0.12,"186 Bedford Ave, New Hyde Park, NY, 11040",186 Bedford Ave,New Hyde Park,New York,11040.0,1285.0,
907714,for_sale,299000.0,2.0,1.0,,"3103 Fairfield Ave Apt 7E, Bronx, NY, 10463",3103 Fairfield Ave Apt 7E,Bronx,New York,10463.0,900.0,2017-02-22
891195,for_sale,6900000.0,2.0,3.0,,"15 E 30th St Apt 56B, New York City, NY, 10016",15 E 30th St Apt 56B,New York City,New York,10016.0,2028.0,
763414,for_sale,1010000.0,1.0,1.0,,"112 Fleet Pl Unit 6B, Brooklyn, NY, 11201",112 Fleet Pl Unit 6B,Brooklyn,New York,11201.0,818.0,
770615,for_sale,1395000.0,2.0,2.0,,"201 E 66th St Apt 14A, New York, NY, 10065",201 E 66th St Apt 14A,New York,New York,10065.0,,2017-02-01
887934,for_sale,375000.0,3.0,2.0,,"938 Union Ave Unit C, Bronx, NY, 10459",938 Union Ave Unit C,Bronx,New York,10459.0,1072.0,1995-03-06
916762,for_sale,450000.0,2.0,2.0,,"2550 Independence Ave Apt 2J, Bronx, NY, 10463",2550 Independence Ave Apt 2J,Bronx,New York,10463.0,1050.0,
913203,for_sale,3600000.0,3.0,3.0,,"121 W 20th St Apt 2A, New York City, NY, 10011",121 W 20th St Apt 2A,New York City,New York,10011.0,,2013-04-12
740416,for_sale,580000.0,3.0,3.0,0.04,"11642 Lincoln St, Jamaica, NY, 11420",11642 Lincoln St,Jamaica,New York,11420.0,1316.0,2015-02-04
865292,for_sale,23000000.0,5.0,7.0,,"1295 Madison Ave Unit Penthouse, New York City, NY, 10128",1295 Madison Ave Unit Penthouse,New York City,New York,10128.0,4179.0,
804727,for_sale,2495000.0,2.0,2.0,,"32 E 76th St Apt 1405, New York, NY, 10021",32 E 76th St Apt 1405,New York,New York,10021.0,1308.0,2005-08-23
903316,for_sale,698000.0,2.0,2.0,0.04,"1958 E 37th St, Brooklyn, NY, 11234",1958 E 37th St,Brooklyn,New York,11234.0,1008.0,2016-11-22
821415,for_sale,400000.0,,1.0,0.11,"77 Mercer St Unit A, New York City, NY, 10012",77 Mercer St Unit A,New York City,New York,10012.0,948.0,1991-05-20
838633,for_sale,2650000.0,2.0,2.0,,"682 6th Ave Unit 7, New York City, NY, 10010",682 6th Ave Unit 7,New York City,New York,10010.0,2200.0,
519792,for_sale,850000.0,1.0,1.0,,"135 Perry St Apt 7, New York City, NY, 10014",135 Perry St Apt 7,New York City,New York,10014.0,,
533447,for_sale,663000.0,3.0,3.0,0.08,"550 Mountainview Ave Unit 3, Valley Cottage, NY, 10989",550 Mountainview Ave Unit 3,Valley Cottage,New York,10989.0,2989.0,2003-11-04
803263,for_sale,639000.0,3.0,1.0,0.06,"70-09 71st St, Glendale, NY, 11385",70-09 71st St,Glendale,New York,11385.0,1200.0,
750762,for_sale,750000.0,5.0,3.0,0.04,"211 Autumn Ave, Brooklyn, NY, 11208",211 Autumn Ave,Brooklyn,New York,11208.0,2963.0,1995-02-08
383976,for_sale,159000.0,3.0,1.0,0.38,"6087 Route 22, Millerton, NY, 12546",6087 Route 22,Millerton,New York,12546.0,1656.0,2009-08-03
782985,for_sale,800000.0,1.0,1.0,,"165 W 66th St Apt 15K, New York, NY, 10023",165 W 66th St Apt 15K,New York,New York,10023.0,,2004-12-07
744761,for_sale,325000.0,,1.0,,"1160 Third Ave Unit 3C, New York, NY, 10065",1160 Third Ave Unit 3C,New York,New York,10065.0,,2021-05-20
745325,for_sale,3480000.0,5.0,3.0,0.04,"493 4th Ave, Brooklyn, NY, 11215",493 4th Ave,Brooklyn,New York,11215.0,1856.0,1991-04-26
844717,for_sale,1259000.0,4.0,3.0,0.09,"87-41 96th St, Woodhaven, NY, 11421",87-41 96th St,Woodhaven,New York,11421.0,,
839986,for_sale,950000.0,1.0,1.0,,"1991 Broadway Apt 5D, New York, NY, 10023",1991 Broadway Apt 5D,New York,New York,10023.0,637.0,2005-05-27
844581,for_sale,379000.0,2.0,1.0,,"2465 Palisade Ave Apt 3B, New York City, NY, 10463",2465 Palisade Ave Apt 3B,New York City,New York,10463.0,1019.0,2004-09-24
813908,for_sale,1750000.0,5.0,3.0,0.04,"267 Withers St, New York City, NY, 11211",267 Withers St,New York City,New York,11211.0,2016.0,2016-03-11
913692,for_sale,1380000.0,6.0,2.0,0.05,"57-07 84 St, Elmhurst, NY, 11373",57-07 84 St,Elmhurst,New York,11373.0,,
866542,for_sale,999999.0,2.0,2.0,,"531 Main St Apt 1209, New York, NY, 10044",531 Main St Apt 1209,New York,New York,10044.0,,
511310,for_sale,5450000.0,3.0,3.0,,"33 Bleecker St Apt 6B, New York, NY, 10012",33 Bleecker St Apt 6B,New York,New York,10012.0,2600.0,
778548,for_sale,995000.0,8.0,6.0,0.06,"14-11 Pinson St, Far Rockaway, NY, 11691",14-11 Pinson St,Far Rockaway,New York,11691.0,2886.0,2007-06-14
792271,for_sale,1295000.0,1.0,1.0,,"25 Central Park W Apt 5U, New York, NY, 10023",25 Central Park W Apt 5U,New York,New York,10023.0,,2018-07-12
867278,for_sale,189000.0,1.0,1.0,,"86-05 60th Rd Unit 1C, Elmhurst, NY, 11373",86-05 60th Rd Unit 1C,Elmhurst,New York,11373.0,400.0,
528666,for_sale,665000.0,2.0,1.0,,"340 Haven Ave Apt 4B, Manhattan, NY, 10033",340 Haven Ave Apt 4B,Manhattan,New York,10033.0,910.0,2022-02-23
799003,for_sale,1098888.0,3.0,2.0,0.06,"67-07 Roosevelt Ave, Woodside, NY, 11377",67-07 Roosevelt Ave,Woodside,New York,11377.0,1680.0,2007-08-16
886898,for_sale,2795000.0,5.0,5.0,,"71 Midwood St, New York City, NY, 11225",71 Midwood St,New York City,New York,11225.0,,2020-07-07
782688,for_sale,399000.0,2.0,1.0,,"43-10 Kissena Blvd Unit 6M, Flushing, NY, 11355",43-10 Kissena Blvd Unit 6M,Flushing,New York,11355.0,,
754646,for_sale,999000.0,1.0,1.0,,"23-25 31st Ave Ph 7C, New York, NY, 11106",23-25 31st Ave Ph 7C,New York,New York,11106.0,760.0,2017-11-08
867903,for_sale,725000.0,3.0,3.0,0.05,"2040 E 72nd St, Brooklyn, NY, 11234",2040 E 72nd St,Brooklyn,New York,11234.0,1036.0,2009-12-28
785195,for_sale,575000.0,1.0,1.0,,"415 E 85th St Apt 10D, Manhattan, NY, 10028",415 E 85th St Apt 10D,Manhattan,New York,10028.0,,2012-12-07
920069,for_sale,415000.0,,,3.3,"Chelsea View Lot 4, Newburgh, NY, 12550",Chelsea View Lot 4,Newburgh,New York,12550.0,,
764789,for_sale,1199000.0,3.0,2.0,0.06,"111-72 43rd Ave, Flushing, NY, 11368",111-72 43rd Ave,Flushing,New York,11368.0,,2003-08-07
758518,for_sale,799999.0,5.0,3.0,0.05,"132-06 101st St, Ozone Park, NY, 11417",132-06 101st St,Ozone Park,New York,11417.0,2000.0,2008-05-08
510535,for_sale,4495000.0,5.0,5.0,,"130 E 18th St Unit 14RSTU, New York City, NY, 10003",130 E 18th St Unit 14RSTU,New York City,New York,10003.0,3300.0,
834804,for_sale,1300000.0,6.0,4.0,0.11,"7820 90th Ave Unit 4, Woodhaven, NY, 11421",7820 90th Ave Unit 4,Woodhaven,New York,11421.0,5000.0,
851344,for_sale,825000.0,2.0,1.0,,"321 E 12th St Apt 4, New York City, NY, 10003",321 E 12th St Apt 4,New York City,New York,10003.0,,2017-12-04
916656,for_sale,199000.0,2.0,1.0,,"New York City, NY, 10463",,New York City,New York,10463.0,,
553713,for_sale,1699000.0,1.0,2.0,,"1 Main St Apt 4F, Brooklyn, NY, 11201",1 Main St Apt 4F,Brooklyn,New York,11201.0,1293.0,2013-12-13
808901,for_sale,5495000.0,5.0,5.0,0.05,"243 E 48th St, New York City, NY, 10017",243 E 48th St,New York City,New York,10017.0,3850.0,
782497,for_sale,789000.0,3.0,3.0,0.06,"2266 E 70th St, Brooklyn, NY, 11234",2266 E 70th St,Brooklyn,New York,11234.0,1836.0,1983-11-01
449085,for_sale,550000.0,5.0,4.0,3.0,"71 Sumner Ln, Pawling, NY, 12564",71 Sumner Ln,Pawling,New York,12564.0,3497.0,1986-08-20
501682,for_sale,750000.0,3.0,2.0,,"715 Ocean Pkwy Apt 2D, Brooklyn, NY, 11230",715 Ocean Pkwy Apt 2D,Brooklyn,New York,11230.0,,2015-04-07
854527,for_sale,599000.0,2.0,3.0,,"3113 Clarendon Rd, New York City, NY, 11226",3113 Clarendon Rd,New York City,New York,11226.0,1395.0,2008-01-02
467573,for_sale,650000.0,,1.0,,"New York City, NY, 10019",,New York City,New York,10019.0,,2012-12-03
740763,for_sale,795000.0,2.0,1.0,,"951 President St Apt 3R, Brooklyn, NY, 11215",951 President St Apt 3R,Brooklyn,New York,11215.0,,2017-10-18
489519,for_sale,599000.0,4.0,3.0,0.05,"97-20 84th St, Ozone Park, NY, 11416",97-20 84th St,Ozone Park,New York,11416.0,,2022-03-10
840647,for_sale,6975000.0,4.0,4.0,,"100 Vandam St Unit 9A, New York, NY, 10013",100 Vandam St Unit 9A,New York,New York,10013.0,2589.0,
495533,for_sale,1725000.0,3.0,2.0,,"500 4th Ave Apt 12C, New York City, NY, 11215",500 4th Ave Apt 12C,New York City,New York,11215.0,1457.0,2010-09-03
850425,for_sale,2399500.0,2.0,3.0,,"401 E 60th St Apt 14D, New York, NY, 10022",401 E 60th St Apt 14D,New York,New York,10022.0,1562.0,2008-07-22
886421,for_sale,650000.0,1.0,2.0,,"425 E 78th St Apt 6G, New York, NY, 10075",425 E 78th St Apt 6G,New York,New York,10075.0,,2015-07-23
840482,for_sale,1150000.0,2.0,2.0,,"45 Plaza St W Apt 6D, New York City, NY, 11217",45 Plaza St W Apt 6D,New York City,New York,11217.0,,
807176,for_sale,369000.0,2.0,2.0,,"33-45 92nd St Unit 3J, Queens, NY, 11372",33-45 92nd St Unit 3J,Queens,New York,11372.0,,
888190,for_sale,746000.0,,1.0,,"401 E 60th St Apt 6N, New York, NY, 10022",401 E 60th St Apt 6N,New York,New York,10022.0,,
505462,for_sale,1500000.0,1.0,1.0,,"252 7th Ave Apt 4L, New York City, NY, 10001",252 7th Ave Apt 4L,New York City,New York,10001.0,980.0,2012-06-05
917893,for_sale,650000.0,4.0,3.0,0.21,"134 Mitchell Rd, Somers, NY, 10589",134 Mitchell Rd,Somers,New York,10589.0,2675.0,1987-04-10
904470,for_sale,1299999.0,4.0,3.0,0.1,"945 Ionia Ave, Staten Island, NY, 10309",945 Ionia Ave,Staten Island,New York,10309.0,2538.0,
821208,for_sale,355000.0,1.0,1.0,,"39-65 52nd St Unit 2G, Woodside, NY, 11377",39-65 52nd St Unit 2G,Woodside,New York,11377.0,,
913544,for_sale,638000.0,4.0,3.0,,"103-02 42 Ave Unit 1C, Corona, NY, 11368",103-02 42 Ave Unit 1C,Corona,New York,11368.0,1463.0,2011-09-14
734563,for_sale,1600000.0,1.0,1.0,,"15 E 30th St Apt 25A, New York, NY, 10016",15 E 30th St Apt 25A,New York,New York,10016.0,938.0,
800937,for_sale,819000.0,3.0,3.0,0.05,"215-25 Murdock Ave, Queens Village, NY, 11429",215-25 Murdock Ave,Queens Village,New York,11429.0,1554.0,2019-05-07
887900,for_sale,258000.0,1.0,1.0,,"3215 Avenue H Unit 10H, Flatbush, NY, 11226",3215 Avenue H Unit 10H,Flatbush,New York,11226.0,,
754854,for_sale,3195000.0,2.0,3.0,,"140 E 63rd St Apt 16B, New York, NY, 10065",140 E 63rd St Apt 16B,New York,New York,10065.0,1556.0,2010-09-29
845324,for_sale,1150000.0,2.0,1.0,0.65,"140 Warren St Apt 4C, New York City, NY, 11201",140 Warren St Apt 4C,New York City,New York,11201.0,,2018-10-04
544799,for_sale,450000.0,,1.0,,"305 E 40th St Apt 3V, New York, NY, 10016",305 E 40th St Apt 3V,New York,New York,10016.0,475.0,2015-03-26
491283,for_sale,435000.0,1.0,1.0,,"221 E 18th St Apt 1C, Brooklyn, NY, 11226",221 E 18th St Apt 1C,Brooklyn,New York,11226.0,,2015-11-27
818344,for_sale,999000.0,6.0,2.0,0.05,"76-33 85th Dr, Woodhaven, NY, 11421",76-33 85th Dr,Woodhaven,New York,11421.0,2292.0,1995-01-11
460535,for_sale,895000.0,,,43.46,"Route 7, Copake, NY, 12516",Route 7,Copake,New York,12516.0,,
822405,for_sale,425000.0,2.0,1.0,,"216-36 68 Ave Unit Duplex, Bayside, NY, 11364",216-36 68 Ave Unit Duplex,Bayside,New York,11364.0,,
554126,for_sale,2300000.0,3.0,4.0,0.03,"291 22nd St, New York City, NY, 11215",291 22nd St,New York City,New York,11215.0,1964.0,2019-04-10
785167,for_sale,550000.0,1.0,1.0,,"333 E 43rd St Apt 911, New York, NY, 10017",333 E 43rd St Apt 911,New York,New York,10017.0,,2018-02-23
554792,for_sale,529000.0,2.0,2.0,,"77-34 113th St Unit 4F, Forest Hills, NY, 11375",77-34 113th St Unit 4F,Forest Hills,New York,11375.0,,2010-06-25
807845,for_sale,895000.0,2.0,2.0,,"1831 Madison Ave Apt 9E, New York, NY, 10035",1831 Madison Ave Apt 9E,New York,New York,10035.0,,2018-01-08
781136,for_sale,1150000.0,4.0,3.0,0.15,"773 Daniel St, Valley Stream, NY, 11581",773 Daniel St,Valley Stream,New York,11581.0,,2018-09-25
759930,for_sale,680000.0,2.0,2.0,,"41-33 Parsons Blvd Unit 3B, Flushing, NY, 11355",41-33 Parsons Blvd Unit 3B,Flushing,New York,11355.0,1088.0,
499307,for_sale,2675000.0,3.0,2.0,,"130 Fulton St Apt 10B, New York City, NY, 10038",130 Fulton St Apt 10B,New York City,New York,10038.0,2280.0,2008-06-26
803570,for_sale,749000.0,,1.0,,"220 Riverside Blvd Apt 9W, New York City, NY, 10069",220 Riverside Blvd Apt 9W,New York City,New York,10069.0,,2007-10-30
836680,for_sale,1875000.0,8.0,4.0,0.06,"125 N Linden St, Brooklyn, NY, 11221",125 N Linden St,Brooklyn,New York,11221.0,3500.0,2002-03-04
838391,for_sale,598888.0,1.0,1.0,,"25-87 37th St Unit 2C, Long Island City, NY, 11103",25-87 37th St Unit 2C,Long Island City,New York,11103.0,636.0,2017-11-03
776685,for_sale,6250000.0,3.0,4.0,,"30 Front St Unit 25B, Brooklyn, NY, 11201",30 Front St Unit 25B,Brooklyn,New York,11201.0,2690.0,
824312,for_sale,1480000.0,2.0,2.0,,"155 15th St Apt 3A, Brooklyn, NY, 11215",155 15th St Apt 3A,Brooklyn,New York,11215.0,1180.0,2013-02-25
832006,for_sale,1649000.0,6.0,5.0,0.13,"84-04 Sutter Ave, Ozone Park, NY, 11417",84-04 Sutter Ave,Ozone Park,New York,11417.0,,2013-05-31
736265,for_sale,1488000.0,4.0,3.0,0.54,"23-25 21 St, Astoria, NY, 11105",23-25 21 St,Astoria,New York,11105.0,,2011-01-07
741410,for_sale,5995000.0,3.0,3.0,,"551 W 21st St Apt 7C, New York, NY, 10011",551 W 21st St Apt 7C,New York,New York,10011.0,3016.0,2021-10-07
522991,for_sale,1395000.0,2.0,2.0,,"49 E 96th St Unit 4A, New York City, NY, 10128",49 E 96th St Unit 4A,New York City,New York,10128.0,,
569613,for_sale,775000.0,,1.0,,"393 W 49th St Unit 1E, New York, NY, 10019",393 W 49th St Unit 1E,New York,New York,10019.0,632.0,
740540,for_sale,648000.0,2.0,1.0,,"82-01 Britton Ave Unit 2P, Elmhurst, NY, 11373",82-01 Britton Ave Unit 2P,Elmhurst,New York,11373.0,950.0,2006-06-20
529280,for_sale,320000.0,,1.0,,"301 E 63rd St Apt 5C, New York, NY, 10065",301 E 63rd St Apt 5C,New York,New York,10065.0,475.0,2016-11-29
513129,for_sale,1680000.0,3.0,3.0,0.09,"57-06 146 St, Flushing, NY, 11355",57-06 146 St,Flushing,New York,11355.0,,2015-09-17
785188,for_sale,289000.0,1.0,1.0,,"27110 Grand Central Pkwy Apt 3T, Floral Park, NY, 11005",27110 Grand Central Pkwy Apt 3T,Floral Park,New York,11005.0,830.0,2018-11-09
750690,for_sale,599000.0,1.0,1.0,,"95 Quincy St Unit 4R, Brooklyn, NY, 11238",95 Quincy St Unit 4R,Brooklyn,New York,11238.0,476.0,
792518,for_sale,535000.0,2.0,1.0,0.04,"89-42 Desarc Rd, Ozone Park, NY, 11417",89-42 Desarc Rd,Ozone Park,New York,11417.0,1000.0,2007-01-18
540926,for_sale,3000000.0,3.0,3.0,,"11 Hoyt St Apt 38F, New York City, NY, 11201",11 Hoyt St Apt 38F,New York City,New York,11201.0,1743.0,
